#Macro
0,0.0,0.0,40.0
1,1000.0,0.0,40.0
2,500.0,866.0,40.0
3,-500.0,866.0,40.0
4,-1000.0,0.0,40.0
5,-500.0,-866.0,40.0
6,500.0,-866.0,40.0
#Pico
0,-1041.497573,802.908497,1.0
1,-100.837619,551.830212,1.0
2,-562.572003,-1397.813615,1.0
3,581.696875,-190.344307,1.0
4,72.063620,1310.591131,1.0
5,-27.987101,-713.733112,1.0
6,717.470528,309.236500,1.0
7,-520.683272,-421.340865,1.0
8,149.637435,-1419.484113,1.0
9,-333.646995,1.257577,1.0
10,1190.487022,981.044723,1.0
11,1228.360243,-723.052738,1.0
12,985.190845,-1362.344980,1.0
13,-1169.733457,-760.585188,1.0
14,-662.317996,482.196434,1.0
#Mobile
0,-982.148006,709.553996,-9.21034037197618,0.1,0,10
1,-1190.788775,-889.897618,-9.21034037197618,0.1,0,10
2,318.443095,804.481105,-9.21034037197618,0.1,0,10
3,-264.329542,-776.159569,-9.21034037197618,0.1,0,10
4,-732.651726,341.200463,-9.21034037197618,0.1,0,10
5,-894.945463,-462.684575,-9.21034037197618,0.1,0,10
6,-936.932267,667.895404,-9.21034037197618,0.1,0,10
7,1151.317341,-1148.330655,-9.21034037197618,0.1,0,10
8,194.241374,-1157.634845,-9.21034037197618,0.1,0,10
9,367.279292,-1218.406616,-9.21034037197618,0.1,0,10
10,474.806053,-418.354667,-9.21034037197618,0.1,0,10
11,-968.746588,-286.818826,-9.21034037197618,0.1,0,10
12,377.546127,-822.659674,-9.21034037197618,0.1,0,10
13,1129.366961,507.171235,-9.21034037197618,0.1,0,10
14,-965.391064,1371.638539,-9.21034037197618,0.1,0,10
15,436.721638,-205.004612,-9.21034037197618,0.1,0,10
16,1152.366355,911.44263,-9.21034037197618,0.1,0,10
17,-748.451292,894.567589,-9.21034037197618,0.1,0,10
18,258.663467,1485.72304,-9.21034037197618,0.1,0,10
19,-39.380751,-864.586794,-9.21034037197618,0.1,0,10
20,1017.258861,-512.943451,-9.21034037197618,0.1,0,10
21,-1344.973341,787.02554,-9.21034037197618,0.1,0,10
22,718.417731,770.278492,-9.21034037197618,0.1,0,10
23,163.548201,1383.82976,-9.21034037197618,0.1,0,10
24,-211.582685,209.676993,-9.21034037197618,0.1,0,10
25,839.167628,325.518353,-9.21034037197618,0.1,0,10
26,-309.998052,-404.72334,-9.21034037197618,0.1,0,10
27,-428.312803,-469.357305,-9.21034037197618,0.1,0,10
28,478.417339,299.963861,-9.21034037197618,0.1,0,10
29,-317.484347,76.887064,-9.21034037197618,0.1,0,10
30,-964.567381,-45.100444,-9.21034037197618,0.1,0,10
31,-1337.114908,466.950898,-9.21034037197618,0.1,0,10
32,-758.636277,-1385.244032,-9.21034037197618,0.1,0,10
33,1205.440026,-930.231693,-9.21034037197618,0.1,0,10
34,1447.32928,1286.235834,-9.21034037197618,0.1,0,10
35,-47.673029,248.939118,-9.21034037197618,0.1,0,10
36,-1065.751281,-1453.76876,-9.21034037197618,0.1,0,10
37,34.999721,-618.97412,-9.21034037197618,0.1,0,10
38,1480.582853,-1364.219454,-9.21034037197618,0.1,0,10
39,787.706704,884.194589,-9.21034037197618,0.1,0,10
40,1398.071318,634.09791,-9.21034037197618,0.1,0,10
41,1289.64165,109.083804,-9.21034037197618,0.1,0,10
42,-790.52831,260.383955,-9.21034037197618,0.1,0,10
43,-1207.433526,-867.1579,-9.21034037197618,0.1,0,10
44,-270.677024,-258.254976,-9.21034037197618,0.1,0,10
45,-1106.482174,47.46199,-9.21034037197618,0.1,0,10
46,763.700185,1015.004632,-9.21034037197618,0.1,0,10
47,-455.690583,479.731916,-9.21034037197618,0.1,0,10
48,-150.648826,-56.471755,-9.21034037197618,0.1,0,10
49,-901.993555,1058.294122,-9.21034037197618,0.1,0,10
